asset,alpha,beta,lambda,mean_return,volatility,kurtosis,skew,VaR_95,CVaR_95,vol_cluster,GBM_mean,GBM_vol,GBM_kurtosis,GBM_skew,GBM_VaR,GBM_CVaR,GBM_vol_cluster
SPY,0.1,-0.13749999999999998,0.7,0.0046681723397557825,0.20839294176127585,0.018122161473611786,0.007214646866988445,-0.33758517248156994,-0.42464147048661555,-0.0035282561576675748,0.11077137896494695,0.21038344014338403,0.007989532651468956,-0.01542656395950956,-0.23807859601707984,-0.3254780689718261,-0.0032994778875347895
SPY,0.1,-0.13749999999999998,0.75,0.004241347027957544,0.20973982734667565,0.016874481428852395,0.0004584222527403807,-0.3399157505361923,-0.4278196845839902,-0.0005328466620966508,0.11077137896494695,0.21038344014338403,0.007989532651468956,-0.01542656395950956,-0.23807859601707984,-0.3254780689718261,-0.0032994778875347895
SPY,0.1,-0.13749999999999998,0.7999999999999999,0.004191801914591609,0.21051082867519688,0.0174771787036736,0.007928041617749827,-0.3408249953187289,-0.42996750314275833,0.004040131489555737,0.11077137896494695,0.21038344014338403,0.007989532651468956,-0.01542656395950956,-0.23807859601707984,-0.3254780689718261,-0.0032994778875347895
SPY,0.1,-0.13749999999999998,0.85,0.00480814747790806,0.2103573215088121,0.007384735470012949,-0.00025836111326604403,-0.3417214251575612,-0.42978347287017116,0.0024715773767421878,0.11077137896494695,0.21038344014338403,0.007989532651468956,-0.01542656395950956,-0.23807859601707984,-0.3254780689718261,-0.0032994778875347895
SPY,0.1,-0.125,0.05,0.007378603598578452,0.20183535573683534,0.0022430630610861257,-0.012852161100227317,-0.3262609264743074,-0.4105285100318586,0.001946496271206747,0.11077137896494695,0.21038344014338403,0.007989532651468956,-0.01542656395950956,-0.23807859601707984,-0.3254780689718261,-0.0032994778875347895
SPY,0.1,-0.125,0.1,0.0070049359349352355,0.20223905493491293,-0.03515607965540779,0.010168979212244989,-0.32385991027934385,-0.4083133369468631,0.0006525293635846484,0.11077137896494695,0.21038344014338403,0.007989532651468956,-0.01542656395950956,-0.23807859601707984,-0.3254780689718261,-0.0032994778875347895
SPY,0.1,-0.125,0.15,0.006876615766887621,0.20434797045528857,0.009919855918167908,-0.015015897298342124,-0.33130054900506484,-0.41663541439552737,-0.002111101918352398,0.11077137896494695,0.21038344014338403,0.007989532651468956,-0.01542656395950956,-0.23807859601707984,-0.3254780689718261,-0.0032994778875347895
SPY,0.1,-0.125,0.2,0.0064756542543330416,0.2032241236417144,0.03670468698679086,-0.012049457658308862,-0.32668898592945084,-0.41488591661291047,0.0003079294353691258,0.11077137896494695,0.21038344014338403,0.007989532651468956,-0.01542656395950956,-0.23807859601707984,-0.3254780689718261,-0.0032994778875347895
SPY,0.1,-0.125,0.25,0.00617388333103027,0.2042917210340355,0.0072462913276103436,0.0022935120169651963,-0.3290395961720979,-0.4140909146426043,0.003986227101309816,0.11077137896494695,0.21038344014338403,0.007989532651468956,-0.01542656395950956,-0.23807859601707984,-0.3254780689718261,-0.0032994778875347895
SPY,0.1,-0.125,0.3,0.00686074938739975,0.20564832353116055,0.014209628587343204,-0.002383135643724776,-0.3322459811815892,-0.4184639669943334,0.0015523456996388335,0.11077137896494695,0.21038344014338403,0.007989532651468956,-0.01542656395950956,-0.23807859601707984,-0.3254780689718261,-0.0032994778875347895
